-1.286071406975056730e+00,8.052006554174079511e+00
-1.240050807061777061e+00,8.003057239762664921e+00
-1.194030207148497613e+00,7.778144596198075966e+00
-1.148009607235217944e+00,7.937040048780310109e+00
-1.101989007321938274e+00,8.055481027410516859e+00
-1.055968407408658605e+00,8.067603368281064391e+00
-1.009947807495378935e+00,7.926281313818621221e+00
-9.639272075820992658e-01,7.734813179425485963e+00
-9.179066076688195963e-01,7.899452868623942692e+00
-8.718860077555401489e-01,7.891158440276517361e+00
-8.258654078422604794e-01,7.893976209139911937e+00
-7.798448079289808099e-01,7.886035313128147095e+00
-7.338242080157011404e-01,7.878489823935430181e+00
-6.878036081024214710e-01,7.963917722138464050e+00
-6.417830081891419125e-01,7.882849992299227893e+00
-5.957624082758623540e-01,7.824292363569958830e+00
-5.497418083625826846e-01,7.869790840250775688e+00
-5.037212084493030151e-01,7.836431808342713801e+00
-4.577006085360233456e-01,7.794814004646244854e+00
-4.116800086227437872e-01,7.780377812712634622e+00
