-1.976380405674251106e+00,-inf
-1.930359805760971437e+00,-inf
-1.884339205847691767e+00,9.270641851364443298e+00
-1.838318605934412320e+00,-inf
-1.792298006021132650e+00,-inf
-1.746277406107852981e+00,-inf
-1.700256806194573311e+00,8.747059650261705954e+00
-1.654236206281293642e+00,8.668389797544739039e+00
-1.608215606368014194e+00,-inf
-1.562195006454734525e+00,-inf
-1.516174406541454855e+00,-inf
-1.470153806628175186e+00,8.540983342398977385e+00
-1.424133206714895739e+00,8.239278849706421326e+00
-1.378112606801615847e+00,8.078125935915274169e+00
-1.332092006888336400e+00,8.268854980219948914e+00
-1.286071406975056730e+00,7.826686107868624731e+00
-1.240050807061777061e+00,8.370494179057750728e+00
-1.194030207148497613e+00,8.213026156187622107e+00
-1.148009607235217944e+00,8.318757905288887144e+00
-1.101989007321938274e+00,8.333552229559090918e+00
-1.055968407408658605e+00,8.327674226826500714e+00
-1.009947807495378935e+00,8.301531626813435594e+00
-9.639272075820992658e-01,8.190781126699707926e+00
-9.179066076688195963e-01,8.149045339904860796e+00
-8.718860077555401489e-01,8.184524534048822630e+00
-8.258654078422604794e-01,8.204589558105229941e+00
-7.798448079289808099e-01,8.181573108333507705e+00
-7.338242080157011404e-01,8.175456874264970253e+00
-6.878036081024214710e-01,8.129430921417991840e+00
-6.417830081891419125e-01,8.629444473963014062e+00
-5.957624082758623540e-01,8.029096079056389001e+00
-5.497418083625826846e-01,7.972839537693390710e+00
-5.037212084493030151e-01,7.891447976991347701e+00
-4.577006085360233456e-01,7.792214815717358078e+00
-4.116800086227437872e-01,7.656526893651719234e+00
-3.656594087094642842e-01,7.554504163859883548e+00
-3.196388087961845592e-01,7.459861110140645124e+00
-2.736182088829049452e-01,7.396045575909744763e+00
-2.275976089696252758e-01,7.290446827226753967e+00
-1.815770090563457173e-01,7.144332117605498134e+00
-1.355564091430661311e-01,6.976894534897430944e+00
-8.953580922978643386e-02,6.804597674746813318e+00
-4.351520931650677132e-02,6.653895905580039738e+00
2.505390596772943262e-03,6.517559921622322783e+00
4.852599051005249131e-02,6.338367448445767494e+00
9.454659042333214691e-02,6.178762460866548345e+00
1.405671903366117748e-01,5.946684807240558257e+00
1.865877902498914720e-01,5.616153689673105909e+00
2.326083901631711415e-01,5.350237660412894947e+00
2.786289900764505334e-01,4.894823242595037982e+00
