-1.976380405674251106e+00,-inf
-1.930359805760971437e+00,-inf
-1.884339205847691767e+00,-inf
-1.838318605934412320e+00,9.248176004247950388e+00
-1.792298006021132650e+00,9.350011708557147472e+00
-1.746277406107852981e+00,-inf
-1.700256806194573311e+00,8.829338198585215736e+00
-1.654236206281293642e+00,8.910111982319278923e+00
-1.608215606368014194e+00,9.215773139119038504e+00
-1.562195006454734525e+00,8.998765046910950360e+00
-1.516174406541454855e+00,-inf
-1.470153806628175186e+00,8.903269443873677247e+00
-1.424133206714895739e+00,8.390694311140553197e+00
-1.378112606801615847e+00,8.412672615664128273e+00
-1.332092006888336400e+00,8.473500215670657809e+00
-1.286071406975056730e+00,8.569423482182134677e+00
-1.240050807061777061e+00,8.470829246622550102e+00
-1.194030207148497613e+00,8.413126778098925840e+00
-1.148009607235217944e+00,8.362965615422707444e+00
-1.101989007321938274e+00,8.235421923995732030e+00
-1.055968407408658605e+00,8.238409049485952096e+00
-1.009947807495378935e+00,8.288502945298365177e+00
-9.639272075820992658e-01,8.261908152355271540e+00
-9.179066076688195963e-01,8.305932664607929894e+00
-8.718860077555401489e-01,8.227156615978890031e+00
-8.258654078422604794e-01,8.170323871068212895e+00
-7.798448079289808099e-01,8.170799139831784075e+00
-7.338242080157011404e-01,8.142489751292783851e+00
-6.878036081024214710e-01,8.098315449319901660e+00
-6.417830081891419125e-01,8.052872532922666693e+00
-5.957624082758623540e-01,8.107952116652207053e+00
-5.497418083625826846e-01,7.928717908591019103e+00
-5.037212084493030151e-01,7.846462570292966454e+00
-4.577006085360233456e-01,7.739538236623931589e+00
-4.116800086227437872e-01,7.709493499998171906e+00
-3.656594087094642842e-01,7.676034497236651433e+00
-3.196388087961845592e-01,7.551970314071959400e+00
-2.736182088829049452e-01,7.557480075044572310e+00
-2.275976089696252758e-01,7.293755860453366324e+00
-1.815770090563457173e-01,7.162993496754292089e+00
-1.355564091430661311e-01,6.869117111950471255e+00
-8.953580922978643386e-02,6.676966768197553748e+00
-4.351520931650677132e-02,6.480095914317058003e+00
2.505390596772943262e-03,6.357131818754002239e+00
4.852599051005249131e-02,6.126777655405612144e+00
9.454659042333214691e-02,5.921547486375338565e+00
1.405671903366117748e-01,5.810554372031389470e+00
1.865877902498914720e-01,5.530564958607560477e+00
2.326083901631711415e-01,5.353105239521911862e+00
2.786289900764505334e-01,4.663211022130108852e+00
