-1.654236206281293642e+00,8.867097609755601795e+00
-1.608215606368014194e+00,8.729752131660156067e+00
-1.562195006454734525e+00,8.598143457519345390e+00
-1.516174406541454855e+00,8.448069507676356338e+00
-1.470153806628175186e+00,8.733846103954276074e+00
-1.424133206714895739e+00,8.655300118113329333e+00
-1.378112606801615847e+00,8.633777291151151445e+00
-1.332092006888336400e+00,8.371866721442692949e+00
-1.286071406975056730e+00,8.542554573012237640e+00
-1.240050807061777061e+00,8.525337507424469052e+00
-1.194030207148497613e+00,8.373888266247384138e+00
-1.148009607235217944e+00,8.155558748074112074e+00
-1.101989007321938274e+00,8.390093950789678345e+00
-1.055968407408658605e+00,8.266064155423734405e+00
-1.009947807495378935e+00,8.350762979266285413e+00
-9.639272075820992658e-01,8.286840149762825902e+00
-9.179066076688195963e-01,8.248664144524711972e+00
-8.718860077555401489e-01,8.261869689658242422e+00
-8.258654078422604794e-01,8.245895388050556107e+00
-7.798448079289808099e-01,8.206396617125285786e+00
-7.338242080157011404e-01,8.202644307002801227e+00
-6.878036081024214710e-01,8.195669793110301526e+00
-6.417830081891419125e-01,8.173770087543616114e+00
-5.957624082758623540e-01,8.094183111942077957e+00
-5.497418083625826846e-01,8.051582994575680274e+00
-5.037212084493030151e-01,8.021857446418513504e+00
-4.577006085360233456e-01,7.990017452773606088e+00
-4.116800086227437872e-01,7.960828763480732206e+00
