-5.957624082758623540e-01,8.094183111942077957e+00
-5.497418083625826846e-01,8.051582994575680274e+00
-5.037212084493030151e-01,8.021857446418513504e+00
-4.577006085360233456e-01,7.990017452773606088e+00
-4.116800086227437872e-01,7.960828763480732206e+00
-3.656594087094642842e-01,7.874320679494297259e+00
-3.196388087961845592e-01,7.758364778195703693e+00
-2.736182088829049452e-01,7.706923578874970815e+00
-2.275976089696252758e-01,7.728617442650907776e+00
-1.815770090563457173e-01,7.529654098119499928e+00
-1.355564091430661311e-01,7.438301065242822752e+00
